"","code","year","month","day","type","acid","phosphate","OM","Mg","K","Ca","EC","jibun","sido","sigungu","addr_1","addr_2","dong","li","ymd","ym","cnt"
"4062","5011025325","2021","05","14","4",6,393,59,0.8,0.84,4.3,0.4,"제주특별자치도 제주시 애월읍 수산리 1141","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2021-05-14,2021-01-01,1
"4063","5011025325","2021","05","14","4",6.1,282,45,1,1.11,7.4,0.3,"제주특별자치도 제주시 애월읍 수산리 1152","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2021-05-14,2021-01-01,1
"4064","5011025325","2021","05","28","4",6.9,595,46,2.8,1.28,11.3,0.9,"제주특별자치도 제주시 애월읍 수산리 417","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2021-05-28,2021-01-01,1
"4065","5011025325","2021","08","10","4",7.3,453,88,1.1,1.07,20.9,0.89,"제주특별자치도 제주시 애월읍 수산리 1312","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2021-08-10,2021-01-01,1
"4066","5011025325","2021","08","10","4",5.9,263,104,1.8,1.55,8,1.18,"제주특별자치도 제주시 애월읍 수산리 1312","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2021-08-10,2021-01-01,1
"4067","5011025325","2021","08","10","4",6.3,275,84,3.6,0.95,13.4,1.08,"제주특별자치도 제주시 애월읍 수산리 1312","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2021-08-10,2021-01-01,1
"4068","5011025325","2021","08","10","4",5.7,830,134,3.3,1.47,14.3,1.32,"제주특별자치도 제주시 애월읍 수산리 1312","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2021-08-10,2021-01-01,1
"4069","5011025325","2021","08","10","4",6.1,196,76,1.4,1.15,7.4,1.08,"제주특별자치도 제주시 애월읍 수산리 1312","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2021-08-10,2021-01-01,1
"4070","5011025325","2021","09","01","4",5.9,88,58,1,0.59,2.8,0.87,"제주특별자치도 제주시 애월읍 수산리 1343","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2021-09-01,2021-01-01,1
"4071","5011025325","2021","12","27","4",6.2,237,12,1.6,0.5,2.8,0.43,"제주특별자치도 제주시 애월읍 수산리 601-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2021-12-27,2021-01-01,1
"4080","5011025325","2022","01","14","4",6.3,219,122,3.7,0.89,7.5,1.83,"제주특별자치도 제주시 애월읍 수산리 1320-4","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-01-14,2022-01-01,1
"4081","5011025325","2022","01","14","4",6.4,151,160,2.7,0.75,11.2,0.93,"제주특별자치도 제주시 애월읍 수산리 1322","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-01-14,2022-01-01,1
"4082","5011025325","2022","02","07","4",5.8,564,40,1.4,1,3.3,0.91,"제주특별자치도 제주시 애월읍 수산리 1641-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-02-07,2022-01-01,1
"4083","5011025325","2022","02","28","4",5.8,638,92.8,1.9,0.8,7.9,1.8,"제주특별자치도 제주시 애월읍 수산리 2123-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-02-28,2022-01-01,1
"4084","5011025325","2022","02","28","4",5.3,411.2,102.2,1.5,0.8,8.3,3.6,"제주특별자치도 제주시 애월읍 수산리 2123-3","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-02-28,2022-01-01,1
"4085","5011025325","2022","02","28","4",5.3,851.1,50.1,1.2,0.7,5.3,4.4,"제주특별자치도 제주시 애월읍 수산리 1700","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-02-28,2022-01-01,1
"4086","5011025325","2022","07","29","4",8,1464.7,134,7.57,4.22,15.85,1.59,"제주특별자치도 제주시 애월읍 수산리 1630","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-07-29,2022-01-01,1
"4087","5011025325","2022","07","29","4",6.2,685.7,81.2,3.01,2.37,8.56,1.31,"제주특별자치도 제주시 애월읍 수산리 1075","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-07-29,2022-01-01,1
"4088","5011025325","2022","08","23","4",6,185.9,32.6,0.91,1.68,1.96,0.69,"제주특별자치도 제주시 애월읍 수산리 1270","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-08-23,2022-01-01,1
"4089","5011025325","2022","11","29","4",5.8,445.5,100.3,2.11,0.76,8.23,0.4,"제주특별자치도 제주시 애월읍 수산리 1626","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-11-29,2022-01-01,1
"4090","5011025325","2022","11","29","4",6.1,607.3,96.4,3.21,0.69,10.86,0.52,"제주특별자치도 제주시 애월읍 수산리 1627","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-11-29,2022-01-01,1
"4091","5011025325","2022","11","29","4",5.7,555.3,108.3,2.88,0.7,9.18,0.53,"제주특별자치도 제주시 애월읍 수산리 1628-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-11-29,2022-01-01,1
"4092","5011025325","2022","01","14","4",6.1,208,149,2.1,2.25,6.5,1.04,"제주특별자치도 제주시 애월읍 수산리 1321","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-01-14,2022-01-01,1
"4093","5011025325","2022","01","14","4",5,14,300,5.8,0.57,20.3,0.86,"제주특별자치도 제주시 애월읍 수산리 812","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-01-14,2022-01-01,1
"4100","5011025325","2022","02","11","4",5.3,28,57,0.8,0.34,2.6,0.97,"제주특별자치도 제주시 애월읍 수산리 366","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-02-11,2022-01-01,1
"4101","5011025325","2022","02","11","4",4.9,161,45,0.4,0.48,1.2,1.11,"제주특별자치도 제주시 애월읍 수산리 368","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-02-11,2022-01-01,1
"4102","5011025325","2022","02","11","4",5.7,724,36,1.7,0.7,4.7,1.41,"제주특별자치도 제주시 애월읍 수산리 397-2","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-02-11,2022-01-01,1
"4103","5011025325","2022","02","24","4",5.1,532.6,54.8,0.7,0.5,2.4,1,"제주특별자치도 제주시 애월읍 수산리 282","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-02-24,2022-01-01,1
"4120","5011025325","2022","02","07","4",5.9,1073,64,0.8,0.65,1.1,1.31,"제주특별자치도 제주시 애월읍 수산리 490","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-02-07,2022-01-01,1
"4121","5011025325","2022","02","07","4",5.6,1319,50,0.7,0.76,1,1.16,"제주특별자치도 제주시 애월읍 수산리 490","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-02-07,2022-01-01,1
"4122","5011025325","2022","03","11","4",5.5,105.8,85,1.1,1.19,3.36,0.96,"제주특별자치도 제주시 애월읍 수산리 1343","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-03-11,2022-01-01,1
"4123","5011025325","2022","04","20","4",5.8,716.2,39.3,3.09,0.96,4.86,0.4,"제주특별자치도 제주시 애월읍 수산리 1826","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-04-20,2022-01-01,1
"4124","5011025325","2022","07","05","4",3.8,1392.2,35.3,0.99,0.94,1.48,1.91,"제주특별자치도 제주시 애월읍 수산리 490","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-07-05,2022-01-01,1
"4125","5011025325","2022","10","13","4",5.6,628.6,76.4,2.77,0.75,6.69,1.45,"제주특별자치도 제주시 애월읍 수산리 1058","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-10-13,2022-01-01,1
"4126","5011025325","2022","10","13","4",5.6,520.1,69.3,1.33,0.53,5.44,0.48,"제주특별자치도 제주시 애월읍 수산리 1058","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-10-13,2022-01-01,1
"4127","5011025325","2022","10","13","4",5,506.4,73.4,1.78,0.87,4.24,0.85,"제주특별자치도 제주시 애월읍 수산리 1057","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-10-13,2022-01-01,1
"4128","5011025325","2022","10","13","4",5.2,297.1,41,1.04,0.4,2.54,0.3,"제주특별자치도 제주시 애월읍 수산리 1068-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-10-13,2022-01-01,1
"4129","5011025325","2022","10","13","4",4.9,362.3,67.1,1.04,0.37,2.64,0.45,"제주특별자치도 제주시 애월읍 수산리 316","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-10-13,2022-01-01,1
"4130","5011025325","2022","10","21","4",4.9,560.8,43.8,0.89,0.42,3.02,0.64,"제주특별자치도 제주시 애월읍 수산리 1890","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-10-21,2022-01-01,1
"4131","5011025325","2022","11","29","4",5.7,232.7,23.3,1.2,0.57,3.19,0.24,"제주특별자치도 제주시 애월읍 수산리 601-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-11-29,2022-01-01,1
"4132","5011025325","2022","12","08","4",6.3,412,62.2,1.04,1.05,9.18,0.4,"제주특별자치도 제주시 애월읍 수산리 2181-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-12-08,2022-01-01,1
"4133","5011025325","2022","12","15","4",5.2,71,47,0.4,0.3,2.4,0.58,"제주특별자치도 제주시 애월읍 수산리 269","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_수산리","애월읍","수산리",2022-12-15,2022-01-01,1
"4148","5011025326","2020","01","29","4",4.6,834,142,0.2,0.54,3.6,0.9,"제주특별자치도 제주시 애월읍 신엄리 379","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-01-29,2020-01-01,1
"4149","5011025326","2020","01","29","4",4.9,1002,67,0.4,0.66,3.4,0.7,"제주특별자치도 제주시 애월읍 신엄리 2150-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-01-29,2020-01-01,1
"4156","5011025326","2020","02","28","4",7.3,471,43,0.9,0.35,5.7,0.3,"제주특별자치도 제주시 애월읍 신엄리 30","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4157","5011025326","2020","03","31","4",6.8,1010,79,3.2,0.71,6.6,0.7,"제주특별자치도 제주시 애월읍 신엄리 2505-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-03-31,2020-01-01,1
"4158","5011025326","2020","06","08","4",4.7,245,86,2.3,1.12,7,3.7,"제주특별자치도 제주시 애월읍 신엄리 399","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-06-08,2020-01-01,1
"4159","5011025326","2020","08","20","4",5.2,780,190,0.9,0.66,5.7,1.2,"제주특별자치도 제주시 애월읍 신엄리 399-7","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-08-20,2020-01-01,1
"4160","5011025326","2020","03","02","4",5.3,873,53,1.2,0.44,4.1,0.3,"제주특별자치도 제주시 애월읍 신엄리 1918","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-03-02,2020-01-01,1
"4161","5011025326","2020","03","02","4",5,920,44,0.7,0.21,2.1,0.2,"제주특별자치도 제주시 애월읍 신엄리 1920","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-03-02,2020-01-01,1
"4162","5011025326","2020","03","02","4",5.5,1255,54,2.6,1.9,10,3.1,"제주특별자치도 제주시 애월읍 신엄리 2207-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-03-02,2020-01-01,1
"4163","5011025326","2020","03","02","4",5.5,1053,52,2,1.45,8.4,1.7,"제주특별자치도 제주시 애월읍 신엄리 2207-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-03-02,2020-01-01,1
"4164","5011025326","2020","07","17","4",5.1,807,74,5.7,2.37,13.6,10,"제주특별자치도 제주시 애월읍 신엄리 1815-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-07-17,2020-01-01,1
"4165","5011025326","2020","07","17","4",4.3,964,83,2.6,1.65,5.1,5.5,"제주특별자치도 제주시 애월읍 신엄리 1813","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-07-17,2020-01-01,1
"4166","5011025326","2020","07","24","4",4.5,903,54,1.1,1.42,3.7,1.7,"제주특별자치도 제주시 애월읍 신엄리 2015","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-07-24,2020-01-01,1
"4181","5011025326","2020","02","28","4",4.2,774,84,1.1,0.64,2,1.8,"제주특별자치도 제주시 애월읍 신엄리 1739-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4182","5011025326","2020","02","28","4",4.7,162,35,0.7,0.47,1.9,0.3,"제주특별자치도 제주시 애월읍 신엄리 2030","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4183","5011025326","2020","02","28","4",5.6,870,29,0.8,0.44,5,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4184","5011025326","2020","02","28","4",5.2,604,28,0.5,0.39,2.3,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4185","5011025326","2020","02","28","4",4.9,612,27,0.4,0.3,1.6,0.1,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4186","5011025326","2020","02","28","4",5.1,303,29,0.8,0.39,2.8,0.3,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4187","5011025326","2020","02","28","4",4.8,430,27,0.6,0.62,3,0.8,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4188","5011025326","2020","02","28","4",5.5,570,25,0.9,0.45,4.1,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4189","5011025326","2020","02","28","4",5.7,525,31,1.3,0.41,7.1,0.3,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4190","5011025326","2020","02","28","4",4.7,316,36,0.4,0.38,1.5,0.3,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4191","5011025326","2020","02","28","4",4.7,259,26,0.2,0.23,0.7,0.1,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4192","5011025326","2020","02","28","4",4.7,448,30,0.4,0.28,1.9,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4193","5011025326","2020","02","28","4",5.2,527,26,0.5,0.37,2.3,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4194","5011025326","2020","02","28","4",4.8,383,28,0.4,0.3,1.5,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4195","5011025326","2020","02","28","4",5.8,666,30,1.2,0.37,5.4,0.3,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4196","5011025326","2020","02","28","4",4.7,173,27,0.3,0.27,0.9,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4197","5011025326","2020","02","28","4",5.2,685,26,0.7,0.46,3.3,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4198","5011025326","2020","02","28","4",4.9,296,32,0.5,0.34,2,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4199","5011025326","2020","02","28","4",4.6,563,38,0.5,0.37,1.4,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4200","5011025326","2020","02","28","4",5.9,69,39,1.4,1.19,5.7,0.3,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4201","5011025326","2020","02","28","4",5.1,373,38,0.8,0.37,3.2,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4202","5011025326","2020","02","28","4",4.7,898,64,0.5,0.28,1.9,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4203","5011025326","2020","02","28","4",5.1,491,51,0.7,0.26,2.4,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4204","5011025326","2020","02","28","4",5.3,778,31,0.8,0.25,3,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4205","5011025326","2020","02","28","4",6.2,927,31,1.7,0.41,8,0.3,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4206","5011025326","2020","02","28","4",5.2,500,26,0.6,0.36,2,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4207","5011025326","2020","02","28","4",4.9,958,28,0.5,0.29,1.6,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4208","5011025326","2020","02","28","4",5.2,884,83,0.8,0.54,3.5,0.2,"제주특별자치도 제주시 애월읍 신엄리 1947","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-02-28,2020-01-01,1
"4209","5011025326","2020","03","10","4",5.8,996,54,3.5,2.05,9.9,2.5,"제주특별자치도 제주시 애월읍 신엄리 1458","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-03-10,2020-01-01,1
"4210","5011025326","2020","03","10","4",6.2,794,43,3.1,1.86,9.5,1,"제주특별자치도 제주시 애월읍 신엄리 1458-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-03-10,2020-01-01,1
"4211","5011025326","2020","03","10","4",6.3,1254,55,3.1,2.27,15.1,1.7,"제주특별자치도 제주시 애월읍 신엄리 1459","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-03-10,2020-01-01,1
"4212","5011025326","2020","03","10","4",5,291,71,0.7,0.57,2.2,0.5,"제주특별자치도 제주시 애월읍 신엄리 1586","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-03-10,2020-01-01,1
"4213","5011025326","2020","03","10","4",5.4,492,46,1.3,1.38,5.9,0.8,"제주특별자치도 제주시 애월읍 신엄리 2256-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-03-10,2020-01-01,1
"4214","5011025326","2020","03","10","4",5.2,1262,54,1.8,1.31,4.8,1,"제주특별자치도 제주시 애월읍 신엄리 2503-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-03-10,2020-01-01,1
"4215","5011025326","2020","03","10","4",4.5,568,63,0.8,1.04,2.3,0.9,"제주특별자치도 제주시 애월읍 신엄리 1586-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-03-10,2020-01-01,1
"4216","5011025326","2020","05","04","4",4.8,1074,115,3.1,2.55,9.1,4.8,"제주특별자치도 제주시 애월읍 신엄리 1813","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-05-04,2020-01-01,1
"4217","5011025326","2020","07","28","4",6.4,314,97,0.8,0.73,3.9,0.3,"제주특별자치도 제주시 애월읍 신엄리 2280-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-07-28,2020-01-01,1
"4218","5011025326","2020","11","02","4",7.8,20,33,0.6,0.68,12.2,0.2,"제주특별자치도 제주시 애월읍 신엄리 2347","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-11-02,2020-01-01,1
"4219","5011025326","2020","11","02","4",7.9,21,34,0.5,0.76,5.7,0.3,"제주특별자치도 제주시 애월읍 신엄리 2348","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2020-11-02,2020-01-01,1
"4225","5011025326","2021","02","18","4",4.8,789,138,0.3,0.38,4.1,0.8,"제주특별자치도 제주시 애월읍 신엄리 379","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2021-02-18,2021-01-01,1
"4226","5011025326","2021","02","18","4",5,711,67,0.4,0.43,5.5,0.6,"제주특별자치도 제주시 애월읍 신엄리 2150-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2021-02-18,2021-01-01,1
"4227","5011025326","2021","02","18","4",5.2,297,86,0.7,0.32,5.5,0.7,"제주특별자치도 제주시 애월읍 신엄리 2194-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2021-02-18,2021-01-01,1
"4231","5011025326","2021","01","15","4",4.8,857,217,1.3,1.57,15.1,2.5,"제주특별자치도 제주시 애월읍 신엄리 113","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2021-01-15,2021-01-01,1
"4232","5011025326","2021","03","31","4",6.4,742,36,0.2,0.15,2.2,0.7,"제주특별자치도 제주시 애월읍 신엄리 2505-1","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2021-03-31,2021-01-01,1
"4233","5011025326","2021","06","11","4",5.2,214,74,2.1,1.06,6.1,4.1,"제주특별자치도 제주시 애월읍 신엄리 399","제주특별자치도","제주시_애월읍","제주_애월","제주특별자치도_제주시_애월읍_신엄리","애월읍","신엄리",2021-06-11,2021-01-01,1
